location,sqft,bedrooms,bathrooms,age,price
Urban,3646,1,1,55,1579996.0705636216
Rural,842,5,3,46,439063.4782077734
Rural,1367,7,1,76,390618.9739033788
Rural,3974,6,3,52,977237.33832599
Suburban,1996,2,1,22,871356.4746874464
Suburban,2579,3,1,37,1104644.0097868936
Rural,3413,3,4,65,738215.0261053975
Suburban,566,3,2,91,382677.15509408514
Rural,2889,1,2,9,612959.3489383038
Rural,1341,3,2,24,380732.50789417455
Suburban,1843,6,1,94,1037914.4339728137
Urban,2885,5,3,95,1667438.4012689383
Rural,5659,2,4,58,1098392.289591898
Urban,983,4,2,11,878382.384267329
Urban,3163,7,4,1,2052248.1383317118
Urban,5186,2,4,95,2331658.044288024
Rural,3253,4,5,39,877245.6890661503
Urban,4840,6,4,91,2640319.58166759
Suburban,4225,6,4,29,1948581.0453902117
Urban,1799,4,1,4,1152811.6536391804
Urban,2872,2,2,85,1334493.7872368705
Suburban,3696,6,1,57,1553405.4443191707
Urban,5115,1,3,67,2291350.067767251
Urban,2471,4,5,34,1505080.03226929
Rural,2183,4,5,16,685383.0516240869
Suburban,1690,6,4,43,1159381.8279983026
Urban,4815,6,1,86,2381976.6252512247
Urban,2808,1,1,72,1371715.4995444408
Rural,1791,7,1,46,559008.2612861851
Rural,1406,4,2,67,466345.7264674325
Urban,3809,6,5,45,2265152.2848575404
Rural,3905,1,1,87,697160.3849298437
Rural,5961,5,3,90,1263860.4790198503
Suburban,3068,6,3,66,1461071.1716676457
Rural,2630,2,4,12,661085.6610282809
Rural,4637,2,1,98,925541.7985760488
Rural,814,2,2,73,270938.33221178077
Suburban,3686,3,4,16,1647338.2618720387
Urban,4955,6,2,46,2565565.5933126444
Urban,5812,6,4,62,3042384.3417154048
Rural,3347,1,2,26,714752.7330696427
Rural,2434,7,4,100,755170.9963182539
Rural,5896,4,1,54,1110489.0186153217
Urban,4702,1,1,62,1992976.1044956846
Suburban,2709,3,5,47,1263736.1924278047
Rural,2980,3,5,85,599861.8698921155
Suburban,1328,3,2,62,632838.0530351428
Urban,5636,5,2,65,2679390.3396923994
Urban,5072,3,5,88,2509622.422878789
Suburban,3832,3,4,67,1646176.963726424
Suburban,2567,6,5,1,1529136.4188590047
Suburban,1326,7,3,45,1029877.0151709105
Rural,4152,4,3,16,977511.4935896529
Rural,2405,4,2,85,510696.9022219252
Urban,925,4,3,13,952110.7066688736
Urban,5708,6,3,9,3060940.6748494264
Rural,5540,6,3,72,1223283.1374189937
Rural,3735,4,5,0,933451.0951274782
Urban,627,6,4,6,1005762.0027944498
Rural,3902,7,3,14,1101874.5591937376
Suburban,635,5,2,32,675106.2508989074
Suburban,1801,2,3,16,891597.2356715912
Suburban,1796,1,2,10,851723.1871475041
Rural,4413,3,1,92,920767.1459920715
Urban,1533,1,5,69,987048.992343499
Suburban,2976,2,4,41,1327661.13996869
Suburban,770,5,5,2,808941.2330331199
Suburban,2029,7,5,36,1282958.9432954972
Rural,3497,6,1,1,915040.6720568333
Suburban,4962,2,2,95,1723690.3254554605
Suburban,4246,5,3,86,1836956.400372823
Urban,5765,3,2,95,2589781.1337742805
Suburban,1893,1,2,56,808733.951130383
Urban,1298,3,1,10,903915.6212520597
Rural,834,2,4,84,289327.500201191
Rural,2665,7,2,24,765098.051562747
Urban,4964,2,2,54,2268534.9252272327
Suburban,2575,2,1,39,1077015.9779151655
Suburban,3714,5,3,23,1813139.176187818
Urban,5297,6,4,36,2919929.058442931
Rural,2173,5,2,45,625759.9345933013
Suburban,3563,5,3,86,1629011.081395677
Suburban,5217,5,2,25,2160721.2851226185
Suburban,1143,1,1,38,551783.5488181221
Rural,4243,7,1,76,911191.664086276
Urban,3463,6,4,73,2070735.0892241471
Suburban,3079,1,1,25,1323368.0546959003
Suburban,3477,4,5,56,1688451.7867481818
Suburban,675,5,4,40,770027.9108632717
Rural,5293,7,3,67,1197631.8728745943
Rural,4349,4,4,2,960024.6149553183
Suburban,3067,2,1,81,1218850.1944078063
Rural,4704,2,3,47,931444.3190985585
Urban,3288,3,3,95,1650806.2777579518
Urban,1257,5,4,82,1155621.3837417997
Suburban,4137,6,2,89,1814259.6873683217
Rural,4413,5,4,21,1086615.417989254
Rural,4316,1,2,19,908038.2276500812
Suburban,3577,5,3,46,1502451.181774456
Suburban,1588,1,1,16,749932.0119357473
Urban,1067,2,2,69,702023.9696985207
Rural,3350,3,5,44,686901.6122800563
Urban,1168,6,2,94,948324.5862702186
Urban,4123,3,4,59,2186967.103820003
Rural,3594,1,1,70,758762.019895788
Suburban,5798,1,1,42,1985947.8138319964
Urban,4250,6,4,81,2341418.9950223556
Urban,2353,3,4,24,1549441.0962560824
Urban,1948,5,5,41,1600491.786576113
Urban,3852,2,5,80,1864211.8840876347
Urban,4210,4,2,51,2142133.2104542893
Urban,1825,6,1,17,1207502.2090758306
Rural,3094,6,2,3,778625.5112984024
Urban,877,7,1,98,855709.4813375163
Suburban,4912,6,2,97,2021319.55646881
Suburban,1053,3,1,55,451468.9904032621
Urban,3988,4,5,26,2249715.862411773
Suburban,5420,6,3,36,2207114.661575711
Urban,5286,7,1,73,2633752.1258904077
Rural,2509,6,3,57,701015.1499388677
Rural,5890,5,5,89,1268402.4915002224
Rural,555,7,5,99,459040.1708442658
Urban,4574,2,3,68,2101456.8396435226
Rural,1456,3,5,89,478235.27111201885
Urban,3912,4,5,89,2103412.4910631636
Urban,5518,6,5,38,3020763.60055358
Rural,3830,3,5,81,930176.5200644075
Rural,4184,7,5,14,1120710.064419456
Rural,3809,1,1,18,636627.6919384851
Rural,2334,5,2,39,583776.5753931302
Urban,1464,3,1,67,792939.5864726979
Rural,2668,7,5,48,899779.5350029056
Suburban,5774,6,2,64,2391066.4206447885
Rural,3971,7,4,26,1023589.1825421164
Rural,5418,4,3,67,1176660.794691602
Suburban,1837,1,3,23,926768.4121320061
Rural,2712,4,2,33,677365.9352737564
Urban,5552,7,4,41,2862428.4445122704
Rural,811,5,5,2,581393.9499401918
Suburban,2357,6,5,40,1440746.3428766942
Urban,4573,7,2,75,2450330.552877429
Urban,5631,1,5,4,2702243.044120846
Urban,1217,2,1,11,773297.0278509745
Suburban,4006,1,1,59,1505805.0658951716
Rural,3371,2,3,5,712606.6788518651
Urban,3777,7,3,4,2357149.9820309235
Urban,2987,1,3,76,1280846.5287072908
Urban,2689,1,4,25,1471508.0818136784
Suburban,2807,1,4,48,1159805.4061637104
Rural,4181,7,3,75,949816.3837821496
Urban,3055,7,1,28,1949420.443602269
Suburban,3904,1,2,39,1433941.2042410476
Urban,2235,4,5,34,1533259.3591750716
Rural,836,2,2,23,322357.812177376
Suburban,4621,5,1,46,1911237.2447868278
Rural,983,1,2,70,255564.97899207054
Urban,542,7,3,18,995632.2191432508
Suburban,3550,5,1,38,1618670.223146656
Suburban,1446,5,1,43,774919.5245120411
Urban,4284,5,3,67,2365448.3725554002
Suburban,2541,4,1,46,1106257.3320044642
Suburban,2485,1,4,63,1121845.2889666148
Urban,1420,5,2,63,1036997.7558918634
Suburban,4246,5,2,17,1803769.309712907
Urban,3343,5,4,96,1905798.5528645357
Suburban,1247,6,3,8,1031214.2776660084
Suburban,2645,4,3,65,1269373.3102513796
Rural,5243,1,4,22,992334.2450192992
Rural,1144,1,4,72,348515.29035548616
Suburban,1718,3,5,44,1059155.6287381863
Urban,4423,2,5,41,2235173.2316355933
Urban,802,6,5,79,986220.9223015798
Rural,1258,4,1,68,369569.8377741414
Urban,1769,3,4,18,1367402.6028792674
Suburban,5491,4,2,81,2092455.4008669446
Urban,3640,2,5,44,1930678.3722480023
Rural,526,1,5,45,193523.0137436384
Urban,2380,6,2,21,1601394.505976061
Rural,2356,5,1,41,657092.236900314
Urban,4383,3,3,77,2050635.4555683956
Suburban,5152,6,3,52,2256902.8682685383
Urban,3747,5,1,18,2060337.505419653
Suburban,3756,1,3,6,1570449.6894740039
Urban,3890,1,3,0,1917114.6140638648
Urban,2574,1,2,54,1112818.6803539644
Urban,4095,4,5,15,2174843.34643872
Suburban,1193,6,1,7,984569.1045736715
Suburban,5371,4,3,31,2077158.9024644846
Rural,2451,2,3,79,531892.227964166
Suburban,5026,3,2,78,1901610.183718925
Urban,4520,6,2,9,2359590.513594678
Suburban,5628,2,4,43,2189124.0470407065
Suburban,4451,2,1,2,1693796.0113706598
Suburban,693,2,3,7,562341.8044793261
Urban,2019,5,4,77,1284721.3445499172
Rural,1033,1,5,87,273798.19652411196
Suburban,1239,3,5,64,680337.0101729123
Urban,3414,4,1,78,1780856.4987341503
Suburban,2965,4,2,84,1316364.2873875408
Rural,2372,4,5,20,690469.2257059697
Urban,585,4,4,89,655344.8183661822
Urban,812,5,4,66,827436.1814733455
Rural,5387,6,4,48,1170807.4782074364
Rural,1783,1,2,49,328709.194895931
Suburban,4292,4,4,58,1785458.0874192303
Rural,2019,3,2,22,508252.10746418696
Urban,4015,4,5,8,2357122.643838681
Urban,581,3,4,95,664994.6497523275
Rural,2395,7,3,30,773315.533363871
Urban,1569,3,4,49,1047244.9994189295
Rural,1145,4,3,69,277930.4298129797
Urban,4135,1,3,24,2015104.8436912994
Rural,4517,7,2,96,1066649.3450518253
Suburban,5684,5,3,4,2368681.1890232963
Suburban,4418,2,5,33,1770340.5321127
Suburban,5757,1,4,55,2053446.1411802403
Suburban,4697,6,4,61,2007965.628838326
Suburban,2068,7,5,24,1348168.8303616138
Suburban,3776,5,1,30,1568224.9260116636
Rural,2539,7,4,2,947640.6020284498
Urban,4801,1,3,71,2128231.868767335
Rural,3548,7,3,97,867886.1704335281
Rural,4662,4,1,55,900342.2510615659
Urban,5356,6,2,10,2812290.835072609
Suburban,1352,6,3,90,876314.8876042111
Urban,4834,7,1,6,2581254.5363902217
Urban,4799,3,5,18,2621412.1469225283
Suburban,1180,7,3,83,905141.4271829549
Suburban,5369,6,3,50,2195507.7243260182
Urban,1990,7,5,49,1615856.739922194
Urban,4665,4,3,89,2257856.8949836357
Urban,2044,3,3,67,1139776.4609088304
Urban,5542,7,4,97,2922660.2398620555
Urban,5258,2,1,32,2363177.659119459
Suburban,1113,1,5,42,651038.0560366192
Suburban,1769,5,5,83,1043338.3363618167
Suburban,5211,3,3,34,1973765.3044090976
Urban,1693,1,4,82,917014.6476610055
Urban,5998,6,5,42,3248988.818295174
Suburban,1231,6,5,5,1126552.020471045
Suburban,3707,7,4,96,1688968.5232039806
Rural,5660,1,4,33,1267391.6531829564
Suburban,559,1,2,100,339517.153770715
Suburban,5227,6,3,55,2168949.9726517717
Suburban,4847,3,1,25,1798800.084546298
Rural,5879,3,4,26,1248101.9259182173
Suburban,2162,2,2,22,1015642.4880691704
Suburban,1777,1,5,40,812218.4995179281
Rural,1227,7,3,78,575221.9894897407
Suburban,1340,2,3,65,688069.7782189907
Urban,5759,7,5,82,3105067.901417723
Urban,1614,7,3,96,1305264.1342950317
Suburban,2160,2,2,35,1064886.822956402
Urban,4442,3,4,57,2306427.421990744
Suburban,894,1,4,52,541438.6140543959
Suburban,4703,1,1,39,1694968.184300917
Urban,884,5,5,75,949591.5993957664
Urban,1702,2,3,61,1040509.6039307433
Rural,1011,3,3,52,424131.6973997244
Urban,2545,4,5,33,1709936.8806527862
Urban,2759,4,3,85,1539420.9786790619
Suburban,5490,7,3,33,2390081.2560770656
Urban,5964,6,5,75,3023613.693892978
Suburban,4240,5,2,34,1745018.6390009483
Suburban,1823,4,1,50,967552.3711265938
Suburban,1030,1,2,49,483376.09338166297
Rural,2810,6,1,41,764870.5904367389
Rural,5097,2,5,50,1054616.7788440632
Suburban,4929,3,5,100,1844218.0118682424
Rural,5536,2,4,84,1196165.4162051496
Urban,4622,5,4,62,2485847.8813313027
Urban,2676,7,5,56,1952175.354542323
Rural,4471,4,1,56,872270.8486459064
Suburban,1352,3,5,32,874059.1100758049
Urban,4557,4,3,57,2265556.2184524536
Urban,5441,7,1,82,2640211.864985628
Urban,5214,7,1,94,2562093.1745926565
Urban,5730,3,1,32,2591749.018997219
Suburban,1642,1,4,24,930532.7621623429
Rural,530,3,1,61,277373.6935961041
Suburban,5240,3,1,62,1902572.594457432
Urban,2112,5,1,82,1297701.8566866708
Suburban,1710,1,3,23,826487.5957832853
Rural,1284,3,3,83,330552.6006577362
Suburban,5700,6,5,52,2376229.152736415
Suburban,804,5,4,69,703293.3279094531
Urban,2265,6,2,43,1391478.3750908077
Rural,3285,3,2,72,731855.1997142179
Urban,3697,5,3,60,1868652.4954733627
Rural,857,4,2,59,284781.1313253621
Urban,2059,7,3,71,1549952.769756571
Suburban,914,1,3,25,509136.8849891125
Rural,5643,7,3,94,1294690.062299619
Rural,794,6,4,98,509424.78513511375
Rural,3674,7,4,90,963513.5287138122
Suburban,2191,5,2,5,1228490.5467431385
Suburban,4212,7,5,90,1963769.225384882
Urban,1037,4,1,57,838498.7526657247
Urban,5664,1,5,9,2666936.392080528
Suburban,4272,2,4,41,1808413.1206108017
Suburban,4802,5,1,100,1827520.3595354208
Suburban,4077,2,5,7,1807040.0295705989
Rural,3712,2,4,48,862154.370058916
Rural,4288,6,5,12,1159875.6705654769
Urban,3587,3,1,33,1782914.6108420398
Urban,3905,5,4,0,2300379.752346821
Rural,1320,3,3,25,468350.5810609186
Rural,2640,1,1,76,545940.8839867539
Suburban,4493,3,5,39,1896107.256704025
Suburban,4409,3,4,43,1813941.4161138549
Rural,2578,5,3,46,576904.8468305183
Suburban,3258,2,5,21,1569904.6575135607
Urban,3411,2,2,22,1683325.046459363
Rural,2857,4,4,30,684270.5916156882
Suburban,5546,4,5,92,2236883.260484699
Rural,3805,2,4,58,819896.7185542495
Urban,3317,2,2,35,1654039.009127823
Urban,5764,4,1,84,2666469.6245287866
Urban,5690,3,1,87,2645586.3276746436
Urban,4749,5,4,57,2501619.9528233046
Rural,2163,3,2,28,569880.7809872872
Rural,2993,4,4,22,853584.8037532567
Suburban,5073,6,3,13,2309970.759895185
Urban,2724,5,3,7,1698854.1543575453
Urban,1217,7,2,33,1207381.2624238844
Urban,5110,7,3,72,2689080.1997944983
Rural,857,3,3,36,294634.76385043067
Urban,3780,3,1,17,1862373.4283118537
Suburban,3897,1,5,49,1582781.9604368662
Rural,2008,3,3,33,528076.6296147995
Suburban,4539,7,5,75,2045574.8827018468
Suburban,2800,7,5,34,1611407.1301586442
Urban,1938,5,5,43,1480459.2775457634
Rural,4881,6,2,11,1204788.1157212078
Urban,4516,3,4,27,2316173.78973308
Suburban,3172,7,1,30,1421325.1447389391
Rural,3806,2,3,91,769004.9906201531
Rural,1154,3,2,13,406962.6345321328
Rural,3243,4,5,79,784825.3081518733
Suburban,5816,2,3,89,2174650.9913975173
Urban,2842,7,1,16,1840807.7597172435
Rural,2678,6,1,36,647577.2690577947
Rural,2679,1,3,66,600071.006237951
Rural,5922,7,5,12,1515299.6376198255
Suburban,5548,1,1,65,1840087.7964001566
Suburban,2465,1,1,74,908891.1863865879
Urban,5364,2,5,45,2561299.125329055
Rural,4892,6,4,56,1234936.9978455063
Suburban,2201,7,5,58,1409467.4579564296
Suburban,5304,3,5,13,2198727.5929500316
Urban,1208,5,5,3,1338081.377419887
Rural,1947,7,3,93,710848.378546148
Urban,4345,6,4,21,2473355.097322885
Urban,2470,7,2,40,1722562.4598641032
Urban,3884,2,3,67,1909793.3202482664
Suburban,2029,5,4,27,1129824.6424808067
Urban,1914,3,1,43,1009200.0828623917
Rural,1851,2,3,0,445642.8283737359
Urban,3927,6,2,28,2232735.935937518
Suburban,797,7,5,61,970201.7235537726
Suburban,5408,6,1,25,2343407.1743480843
Rural,569,4,2,90,323616.9533697838
Rural,2991,4,2,72,714417.135171513
Urban,3496,6,5,91,2075333.2350213998
Suburban,1412,2,4,71,870923.6491858825
Suburban,2547,4,2,20,1204762.3573890082
Suburban,5020,3,5,22,2181352.977940178
Rural,2956,5,2,42,856100.4561589056
Suburban,4878,5,2,49,1989298.230242601
Urban,1839,5,5,40,1308009.9338505873
Suburban,4502,3,2,92,1649619.1262602124
Urban,665,2,1,28,518853.49867330136
Urban,1292,6,1,70,993069.0532588349
Urban,1439,5,1,44,1017934.1342801399
Urban,2951,4,5,100,1622044.9728281687
Suburban,3754,7,2,3,1845348.4597284212
Urban,4873,3,3,58,2301598.9082032866
Rural,5023,3,5,58,1140515.3737648402
Urban,3549,3,1,25,1861572.2270336377
Urban,5892,4,3,60,2837316.3086228375
Urban,1426,7,3,59,1275365.8744541355
Suburban,1985,1,4,95,869422.2254455972
Urban,522,5,2,88,603674.9495512872
Suburban,632,1,4,27,585040.0744048568
Rural,3433,7,2,60,877573.9019140422
Suburban,1619,5,5,34,1022335.2964081424
Rural,1944,4,4,4,661557.1807116778
Rural,2190,1,5,1,529321.265642138
Rural,5287,4,3,22,1173611.2869990729
Suburban,3035,5,1,4,1346414.0244360203
Urban,5330,2,1,63,2295389.2497005593
Suburban,5167,5,3,10,2150459.8541359897
Rural,5544,6,1,21,1241238.1505059185
Suburban,5400,5,2,60,2167838.7750491663
Rural,945,1,5,89,279776.8384954588
Suburban,2786,3,3,59,1264367.5223768193
Suburban,2770,5,3,1,1444231.3514251974
Rural,4494,7,3,45,1077486.2245308298
Urban,4969,7,4,4,2957193.500158649
Rural,3890,4,4,68,744970.8542391504
Suburban,4853,5,4,92,1959008.871040203
Suburban,792,1,4,3,533955.5814868049
Suburban,5568,2,3,23,2155898.089226864
Rural,4263,7,4,79,1009484.177930195
Urban,4155,4,4,24,2283397.01504356
Suburban,1735,3,4,61,972468.8481304178
Suburban,683,6,4,91,717107.43391717
Rural,5275,5,3,0,1174293.3122285234
Rural,525,2,3,35,248094.18123829341
Suburban,3532,2,1,53,1331277.1144432253
Suburban,5638,4,2,85,2052464.1736484806
Urban,3935,2,1,64,1766008.7940160446
Suburban,1079,3,5,10,923934.2550216368
Suburban,1349,7,5,48,1063889.5793727967
Rural,3606,4,1,65,851141.179884579
Rural,1723,1,5,67,431675.9426295122
Rural,761,7,4,15,389189.4205734061
Urban,4674,7,3,57,2545560.7016934995
Rural,3962,3,4,39,955086.0179453373
Suburban,4867,5,1,51,1983601.7506053932
Urban,596,6,5,54,977673.6558221239
Urban,4240,6,3,22,2285383.871104375
Rural,816,4,2,62,331350.28851552145
Urban,5735,1,4,4,2717275.7667470663
Urban,1707,3,4,42,1155255.2939336554
Suburban,3349,7,1,57,1516105.577463034
Rural,1113,2,2,53,291820.80372697563
Rural,5561,2,3,86,1108344.5136044496
Rural,1299,3,4,35,572102.8222571503
Rural,2455,7,2,43,639861.8060030176
Urban,1532,6,3,21,1368452.500942346
Suburban,1244,2,5,18,837662.4036457101
Urban,2981,7,5,90,1893272.2005186914
Urban,2575,1,5,7,1405758.5634142489
Suburban,2805,6,4,85,1441812.776870433
Suburban,3152,3,3,61,1384074.2239805877
Urban,2287,5,3,15,1619457.2333459104
Urban,3256,6,1,26,1908906.2362930945
Suburban,5611,4,4,8,2295870.274543308
Rural,5136,7,1,32,1203447.2357891358
Suburban,3618,3,2,97,1462748.3056176219
Urban,4298,2,5,75,2073278.17299292
Urban,4834,4,3,1,2511385.4986503385
Rural,2161,6,4,72,541695.2809132324
Urban,1252,7,3,78,1235065.1863995004
Suburban,4481,2,2,67,1792622.5156818454
Rural,5901,6,4,58,1241917.1603166505
Urban,1901,2,1,13,986175.8425584531
Urban,3144,3,3,40,1738025.307590653
Urban,833,6,1,92,721079.7605697218
Suburban,4833,3,1,27,1929343.172109865
Suburban,3258,3,1,98,1333624.2720759348
Urban,616,6,1,5,800610.1567532234
Rural,4848,5,4,87,1072388.6785185745
Rural,700,6,5,68,431921.47633952036
Urban,5466,7,2,73,2768701.298088653
Rural,2514,3,3,93,459229.78945788805
Rural,5590,4,4,60,1255442.2814795922
Rural,3241,3,2,47,731503.9881450396
Rural,1778,3,3,81,462207.6285034765
Suburban,2688,4,3,59,1283080.1598471822
Rural,5414,6,2,10,1252621.233196533
Rural,3928,1,4,59,816651.9416595643
Urban,4815,4,2,19,2320402.403807359
Rural,5384,5,4,40,1250050.4689262197
Suburban,5856,7,2,0,2522240.888757206
Suburban,4525,1,5,79,1739973.683435602
Urban,4169,1,2,27,1873244.984355283
Rural,2352,3,4,56,589451.9663251084
Rural,3952,2,3,15,931918.6533195996
Suburban,5264,6,2,1,2284806.594266396
Suburban,3966,5,2,53,1654809.398884037
Rural,4411,2,4,35,961178.250905794
Rural,1373,2,4,59,368391.6633731997
Urban,1706,2,3,20,1040230.704338173
Rural,3718,5,4,99,913294.2595895336
Suburban,761,3,5,92,480723.8928902343
Rural,2799,4,4,61,737963.2198057428
Suburban,2894,5,4,65,1482491.9854557062
Urban,4302,4,4,88,2195125.80328274
Rural,1283,7,2,8,560942.0266150808
Urban,4659,7,5,41,2655702.034936939
Suburban,4092,5,3,65,1730355.9841579143
Suburban,2238,4,3,59,1169510.44115107
Rural,4752,3,5,35,1039669.507491244
Rural,4171,3,2,78,855262.7064802807
Urban,3116,2,5,84,1723833.9946433827
Suburban,3939,7,4,57,1722696.350953737
Suburban,5091,2,5,59,2072373.7825362768
Suburban,819,6,1,18,834333.907678169
Urban,2574,2,4,53,1388623.6344624693
Suburban,3954,7,5,25,1918020.5717025998
Suburban,5804,4,2,84,2170978.162857254
Suburban,5476,5,4,72,2145160.291707375
Suburban,3176,4,4,43,1554229.1348468214
Rural,2921,6,2,12,760790.4211147696
Suburban,2299,6,2,85,1163833.5980308582
Urban,1372,6,3,92,1212529.8723172904
Rural,2425,6,1,42,675976.6379573906
Rural,2549,2,2,89,573762.0730805509
Urban,4673,7,2,13,2657045.4741541813
Rural,2515,4,3,79,700113.5129701006
Rural,4388,4,5,62,966042.2876264887
Rural,4688,1,5,47,999011.038093313
Rural,3608,7,4,100,932700.9975644434
Rural,1691,7,1,29,592986.6600963909
Rural,5210,7,2,29,1179243.3448257172
Urban,4870,1,2,30,2206476.5084702843
Rural,4343,7,3,94,1045086.7181678286
Urban,2461,4,4,56,1511331.548042188
Rural,3852,7,2,15,924198.4216191726
Suburban,5899,2,1,71,2043367.801796003
Suburban,5926,3,2,27,2251980.0591466334
Suburban,3096,7,5,94,1517326.4919180083
Rural,3076,1,1,33,674612.2110851613
Rural,5155,4,2,63,1113512.5066656466
Urban,545,1,1,68,327826.1271258088
Urban,967,1,5,12,729346.3110524999
Suburban,5887,6,3,90,2374400.069054561
Urban,1837,1,5,100,880924.7448817558
Urban,3763,7,4,71,2282157.7002455094
Urban,3617,2,4,37,1931987.8279800892
Suburban,5779,1,1,15,2044425.096338251
Urban,961,7,5,38,1217460.546279073
Urban,4777,3,3,71,2344786.079466747
Suburban,2883,5,3,54,1329442.5566371512
Urban,864,5,3,44,890463.4839607179
Urban,3281,3,4,39,1690331.0866807008
Suburban,878,1,4,49,559528.5179707129
Suburban,1030,6,2,59,848516.2194580515
Urban,5854,1,4,88,2531087.9396521356
Suburban,5164,4,5,21,2215788.8735479275
Rural,2720,2,3,49,569693.1633639403
Urban,566,2,5,40,598355.3327316078
Urban,1684,6,5,92,1292373.7666850542
Urban,3181,7,5,9,2152739.2823679266
Suburban,5966,2,3,53,2141320.6266533625
Rural,3307,1,2,31,661241.5803911383
Rural,5638,6,1,32,1295588.1320815184
Urban,4880,6,3,74,2652600.3408007636
Rural,5087,4,2,24,1167436.9906678128
Urban,4160,7,5,38,2538706.645961101
Urban,3063,7,1,78,1788084.326014893
Suburban,4245,4,2,42,1640726.8470585782
Suburban,2091,1,2,30,894623.3492115767
Urban,4211,3,4,36,2185202.0041469513
Suburban,973,4,3,37,723053.7283818114
Rural,5672,3,1,59,1067062.7446261046
Rural,1640,2,1,86,486341.5417289753
Suburban,4597,7,1,97,1894288.1079082142
Urban,1769,5,3,70,1243457.5565972219
Urban,5394,2,4,3,2551747.3497449374
Suburban,4215,2,1,23,1525249.705682416
Suburban,2995,6,5,100,1444259.7159005795
Rural,2971,7,2,85,733404.287903803
Urban,2778,3,1,55,1372559.2498610544
Suburban,3247,7,5,53,1787860.3014921413
Suburban,2339,7,2,47,1239582.5898228853
Rural,1335,3,5,41,467675.74273993133
Rural,5688,5,5,52,1288982.9318898062
Urban,4691,5,5,57,2562440.9388500163
Rural,3545,2,1,13,674842.7413447375
Suburban,2592,5,1,56,1173238.9296318684
Suburban,5351,5,3,78,2188596.635254743
